100,无法复现
208,漏洞危害较小
237,未证明漏洞危害
474,无数据截图
500,无数据截图
518,无数据截图
647,不在范围
681,sqlmap获取时请使用--start，--stop参数指定获取数据条数，请勿直接--dump整个数据库，警告一次
725,网站已经部署WAF，无法使用白帽子提供的测试方法获取数据，故评级降低
748,无数据截图
751,无敏感信息
1161,未出具体数据
1169,漏洞已重复
1171,请给出漏洞链接
1194,停站整改中
1362,无法复现
1438,重复
1441,重复
1896,重复
1927,重复
2156,注意提交规范
2272,无重要数据
2280,权限较低，数据较少
2298,相似
2310,注意提交规范 &amp;&amp;  说明敏感数据数目
2312,同一单位多处相似漏洞
2394,同一单位多处相似漏洞
2405,firefox可以，但是firefox是受xss过滤器影响的
2431,漏洞真实存在，但因为各种问题（如WAF），白帽子无法说明利用方法的
2451,存在以下情况我们将酌情将漏洞等级降低： * 同一单位多处相似漏洞
2452,存在以下情况我们将酌情将漏洞等级降低： * 同一单位多处相似漏洞
2466,同学你可以看看是怎么被hack的，找找有没有后门。
2487,没有核心数据
2543,未显示注入数据以及利用，降低评分。
2614,未说明危害程度
2633,别刷st2啦，没意义，分也不高的，而且容易重复
2688,同一单位多处相似漏洞
2689,同一单位多处相似漏洞
2691,注意提交规范
2735,注意提交规范
2744,无法利用
2831,同一单位多处
2959,无法复现，而且没写命令执行返回的结果
2964,无法打开网页
2966,嗯...这个大马的shell密码很眼熟，好像就是我的用的密码..
3049,同一单位多处相似
3117,提交不符合规范 把敏感信息写进了简要描述 （已帮助修改
3119,提交不规范
3206,同一主机
3472,同一单位多处相似漏洞
3477,getshell请白帽子说明利用方法
3500,请说明管理员密码是如何泄露的
3511,请顺便提交一下源码泄露
3536,漏洞重复
3704,无法获取数据
3749,危害性不高
3789,已经被管理员发现修改，无法验证此漏洞。
3884,没法验证是否有效
3987,漏洞真实存在，但因为各种问题（如WAF），白帽子无法说明利用方法的
3998,同一单位多处相似漏洞
3999,同一单位多处相似漏洞
4000,同一单位多处相似漏洞
4001,同一单位多处相似漏洞
4002,同一单位多处相似漏洞
4003,同一单位多处相似漏洞
4044,那不是明文密码
4135,多处getshell
4161,同一单位多处相似漏洞
4247,同一单位多处相似漏洞
4354,没有图
4363,多处相似
4380,请打包提交
4381,请打包提交
4382,请打包提交
4383,请打包提交
4407,相似漏洞
4446,漏洞有一部分已重复
4496,这个0day看着我很尴尬， 网上找了几个目标没一个成功
4525,注入存在 但不能getshell
4527,注入给分
4533,无法复现 ( 更正
4565,部份重复
4566,信息太少
4573,注意提交规范
4574,注意提交规范
4575,注意提交规范
4609,注意规范
4666,同一单位多处相似漏洞
4668,同一单位多处相似漏洞
4679,同一单位多处相似漏洞
4683,同一单位多处相似漏洞
5116,不好利用吧
5132,无危害
5245,最好可以打包提交
5357,不能出数据
5420,多处相似
5434,同一单位多处相似漏洞
5435,同一单位多处相似漏洞
5436,同一单位多处相似漏洞
5447,已存在类似漏洞
5460,此系统危害程度不高
5510,多处相似
5554,没法利用
5731,请说明一下帐户密码来源
5739,截图没暴露关键信息
5790,同一单位多处相似漏洞
5827,这个获取密码的途径有点苛刻，另外就是在学校获取一个vpn意义不是很大(与公司相比)
5837,这并不是getshell
5849,由于是只发现shell，所以分较低。
5901,可以打包提交
5906,同一单位相似漏洞
5908,最好把注入过程和结果截图
5970,部份重复
5971,不同学校的分开交吧
5985,s2045的目标不会局限在一个action上，所以这几个都算一个
5995,getshell请给出相应截图
6015,同一单位多处相似漏洞
6018,同一单位多处相似漏洞
6022,同一单位多处相似漏洞
6123,截图的时候把url也截上
6140,危害高，但是只是进后台获取数据，故减分
6167,请合理给自己的漏洞打分。具体标准请看：https://src.edu-info.edu.cn/introduction/
6186,同一个学校/主机下可以打包
6294,同一单位多处相似漏洞
6296,同一单位多处相似漏洞
6308,同一单位多处相似漏洞
6389,多个相似
6407,这个弱口令看起来不是很像啊.
6501,同一单位多处相似漏洞
6503,白帽子无法说明利用方法
6507,同一单位多处相似漏洞
6532,phpmyadmin泄露的没意义
6587,打包提交
6701,危害的确很大，但是还是算在是后台弱口令问题上，最后适当给了加分
6703,应该与前面的注入打包处理
6727,xss暂时不在收取范围中
6730,没法检查，但是截图清晰，适当降分
6784,注意截图应包含url
6794,配上截图
6796,打包提交
6802,请打包
6803,同一单位多处相似漏洞
6804,同一单位多处相似漏洞
6806,同一单位多处相似漏洞
6860,考虑到数据利用价值不高，故降分。
6861,＝。＝，这样的bat肯定是不会运行的呀，没啥用
6875,网站是废旧的，危害不大
6972,已存在类似漏洞
7017,这个后台没啥功能呀，危害不大
7052,无法复现
7053,同一个大学最好打包  还需给出利用方法
7059,getshell失败的话不算getshell
7093,主战危害是挺大的，但是没一个危害性的利用。
7100,重复
7107,没得到危害性的信息
7109,危害低
7120,同一单位多处相似
7123,部份重复
7155,数据盲注太慢了，我这边能获取到有20个库，又因为是主战原因，目前只能给高危啦。如果能给一个更加详细的信息泄漏的话，可以考虑给严重。
7183,这个口令是你之直接抓出来的吧
7208,同一单位相似漏洞
7232,同一单位多处相似漏洞
7243,同一单位多处相似漏洞
7264,两个都是低危
7267,同一系统尽量打包发过来嘛，给高危，但是分需要给低点。
7293,有相似漏洞
7309,最好有数据库 记录数的截图
7381,能读的数据没啥危害吧？
7394,部分重复
7461,貌似是网站不支持php了？这样也能泄露!
7490,同一单位相似
7557,同一单位相似漏洞
7611,你那边上传有问题?这个是md格式，你也可以上传到远程服务器再引用
7622,你后面的漏洞都是从这个目录遍历得来的，我就忽略了，这个漏洞分给高一些，下次请打包，谢谢。
7725,同一单位多处相似漏洞
7734,任意文件读取漏洞已重复
7741,任意用户登录漏洞重复
7751,文件包含已重复
7765,有些是重复漏洞
7774,这个并不是rfi，你可以远程包含php文件看看，也许这个就只是一个请求功能的地方。
7785,sql注入最好获取到敏感信息贴图，你这样我会降分的。
7790,xss暂不收录，HTTP.sys 远程执行代码这种你能给利用方式就给你高危。
